,PMID,Population
30325,31580214,infant
30326,31580214,"infant, newborn"
30329,31580214,male
30334,30911279,female
30337,30911279,male
30346,31708111,adolescent
30347,31708111,adult
30348,31708111,aged
30351,31708111,female
30358,31708111,male
30359,31708111,middle aged
30366,31708111,young adult
30367,31033004,adult
30370,31033004,female
30376,31033004,male
30404,29974826,female
30412,29974826,male
30415,31733941,adult
30417,31733941,female
30425,31733941,male
30426,31733941,middle aged
30437,31526857,adult
30438,31526857,aged
30439,31526857,"aged, 80 and over"
30442,31526857,child
30443,31526857,female
30447,31526857,male
30448,31526857,middle aged
30454,31526857,young adult
30474,29624097,adult
30476,29624097,female
30480,29624097,male
30481,29624097,middle aged
30486,28879559,adult
30487,28879559,female
30490,28879559,male
30491,28879559,middle aged
30500,31833078,adult
30502,31833078,female
30507,31833078,male
30508,31833078,middle aged
30513,31833078,young adult
30515,31407090,adult
30519,31407090,female
30524,31407090,male
30525,31407090,middle aged
30532,31407090,young adult
30533,30771152,adolescent
30534,30771152,adult
30535,30771152,aged
30537,30771152,female
30547,30771152,male
30548,30771152,middle aged
30550,30771152,young adult
30574,29526990,female
30577,29526990,"infant, newborn"
30578,29526990,male
30582,29053503,aged
30585,29053503,female
30591,30979639,aged
30592,30979639,"aged, 80 and over"
30595,30979639,female
30598,30979639,male
30599,30979639,middle aged
30620,30111225,aged
30624,30111225,male
30635,30335556,adult
30637,30335556,female
30642,30335556,male
30644,30335556,middle aged
30692,29901603,male
30694,29901603,middle aged
30701,29168473,adolescent
30706,29168473,child
30709,29168473,female
30715,29168473,male
30720,30576385,adult
30724,30576385,female
30733,30576385,male
30734,30576385,middle aged
30746,29553126,female
30750,29553126,male
30751,29553126,middle aged
30757,31843473,aged
30759,31843473,female
30762,31843473,male
30763,31843473,middle aged
30772,30973094,adult
30774,30973094,female
30781,30973094,male
30782,30973094,middle aged
30788,30391932,female
30792,30391932,male
30796,29470698,adolescent
30797,29470698,child
30798,29470698,"child, preschool"
30799,29470698,female
30804,29470698,infant
30806,29470698,male
30832,30519958,adult
30833,30519958,aged
30838,30519958,female
30844,30519958,male
30845,30519958,middle aged
30849,29174716,adult
30852,29174716,female
30861,29174716,male
30862,29174716,middle aged
30864,29174716,young adult
30865,29021480,aged
30869,29021480,female
30875,29021480,male
30877,29021480,middle aged
30893,30284412,adolescent
30894,30284412,adult
30895,30284412,aged
30896,30284412,"aged, 80 and over"
30897,30284412,child
30898,30284412,"child, preschool"
30900,30284412,female
30903,30284412,male
30904,30284412,middle aged
30914,30284412,young adult
30915,30515677,adult
30919,30515677,female
30924,30515677,male
30925,30515677,middle aged
30928,29804271,aged
30936,29804271,male
30938,31140459,aged
30945,31140459,male
30949,30961340,"child, preschool"
30951,30961340,female
30955,30961340,male
30959,29966154,adult
30963,29966154,female
30970,29879083,adult
30971,29879083,aged
30976,29879083,female
30980,29879083,male
30981,29879083,middle aged
30988,29879083,young adult
30989,29549956,child
30991,29549956,female
30994,29549956,"infant, newborn"
31002,30196781,adult
31003,30196781,aged
31004,30196781,"aged, 80 and over"
31005,30196781,child
31008,30196781,female
31011,30196781,male
31016,29482415,adolescent
31017,29482415,adult
31018,29482415,aged
31022,29482415,female
31027,29482415,male
31028,29482415,middle aged
31033,29482415,young adult
31047,31809586,adult
31054,31809586,female
31060,31809586,male
31062,31809586,middle aged
31067,29656212,adult
31070,29656212,female
31075,29656212,male
31076,29656212,middle aged
31082,29656212,young adult
31083,30624501,adult
31085,30624501,female
31092,30624501,male
31093,30624501,middle aged
31101,30624501,young adult
31102,30222515,adult
31108,30222515,female
31113,30222515,male
31114,30222515,middle aged
31118,29141453,adolescent
31119,29141453,adult
31120,29141453,aged
31121,29141453,"aged, 80 and over"
31123,29141453,female
31127,29141453,male
31129,29141453,middle aged
31133,29141453,young adult
31140,31675401,male
31141,31675401,middle aged
31147,30503299,adult
31155,30503299,male
31161,29557700,adolescent
31162,29557700,adult
31163,29557700,aged
31170,29557700,female
31173,29557700,male
31174,29557700,middle aged
31181,29557700,young adult
31188,29233566,female
31193,29233566,male
31197,28150342,aged
31200,28150342,female
31210,31401249,adult
31213,31401249,female
31218,31401249,male
31219,31401249,middle aged
31229,30938100,adult
31233,30938100,female
31239,30938100,male
31245,30882687,adult
31247,30882687,female
31253,30882687,male
31254,30882687,middle aged
31275,30507949,adult
31276,30507949,aged
31284,30507949,female
31288,30507949,male
31289,30507949,middle aged
31291,29780146,adult
31296,29780146,female
31305,30837349,adult
31307,30837349,female
31311,30837349,male
31313,30837349,middle aged
31324,30679116,female
31329,30679116,male
31330,30679116,middle aged
31340,30118396,female
31348,29800560,adult
31351,29800560,female
31361,29800560,male
31362,29800560,middle aged
31364,29454070,adolescent
31365,29454070,adult
31366,29454070,aged
31371,29454070,female
31380,29454070,male
31381,29454070,middle aged
31385,29454070,young adult
31398,30090014,female
31406,30090014,male
31407,30090014,middle aged
31413,31328557,adult
31416,31328557,female
31424,31328557,male
31425,31328557,middle aged
31429,31264142,adolescent
31432,31264142,child
31433,31264142,"child, preschool"
31434,31264142,female
31439,31264142,male
31443,29970608,adult
31455,29970608,male
31459,29269558,adolescent
31462,29269558,child
31463,29269558,"child, preschool"
31466,29269558,female
31472,29269558,male
31480,31411123,adult
31481,31411123,aged
31484,31411123,female
31489,31411123,male
31490,31411123,middle aged
31516,29666119,adolescent
31517,29666119,adult
31518,29666119,aged
31521,29666119,female
31527,29666119,male
31529,29666119,middle aged
31561,31399042,female
31574,31034586,adult
31578,31034586,female
31583,31034586,male
31605,30106633,adult
31609,30106633,female
31622,31622470,adult
31623,31622470,aged
31633,31622470,middle aged
31641,31091046,adult
31643,31091046,female
31647,31091046,male
31650,31091046,middle aged
31657,30684216,female
31663,30684216,male
31665,30684216,middle aged
31671,31439560,adolescent
31674,31439560,female
31682,31384956,adult
31683,31384956,aged
31684,31384956,"aged, 80 and over"
31690,31384956,female
31695,31384956,male
31696,31384956,middle aged
31701,31384956,young adult
31702,30725486,adult
31705,30725486,female
31710,30725486,male
31711,30725486,middle aged
31714,29709954,aged
31717,29709954,female
31720,29709954,middle aged
31735,31527321,female
31742,31527321,middle aged
31751,30506426,adult
31752,30506426,aged
31760,30506426,middle aged
31767,29526119,female
31773,29526119,male
31778,30796769,adult
31779,30796769,aged
31786,30796769,female
31794,30796769,male
31796,30796769,middle aged
31800,31750736,adult
31809,31750736,female
31817,31750736,male
31818,31750736,middle aged
31822,30644687,adult
31826,30644687,female
31829,30644687,middle aged
31832,29864750,adult
31833,29864750,aged
31838,29864750,female
31842,29864750,male
31843,29864750,middle aged
31850,31359380,adult
31853,31359380,female
31859,31359380,male
31874,30589937,adult
31879,30589937,female
31887,30589937,male
31888,30589937,middle aged
31892,30133352,adult
31896,30133352,female
31903,30133352,middle aged
31917,29738593,female
31923,29738593,middle aged
31934,28725932,adolescent
31935,28725932,adult
31936,28725932,aged
31940,28725932,child
31941,28725932,"child, preschool"
31945,28725932,female
31953,28725932,male
31956,28725932,middle aged
31964,30067105,adolescent
31965,30067105,adult
31966,30067105,aged
31973,30067105,female
31978,30067105,male
31980,30067105,middle aged
31982,30067105,young adult
31983,31573408,adolescent
31984,31573408,adult
31985,31573408,aged
31986,31573408,"aged, 80 and over"
31991,31573408,child
31992,31573408,female
31996,31573408,male
31998,31573408,middle aged
32003,31573408,young adult
32004,30174139,adolescent
32007,30174139,child
32008,30174139,"child, preschool"
32009,30174139,female
32012,30174139,male
32021,30417843,adolescent
32022,30417843,adult
32023,30417843,aged
32024,30417843,child
32025,30417843,female
32028,30417843,male
32029,30417843,middle aged
32035,30417843,young adult
32036,29738594,adolescent
32042,29738594,female
32059,31793246,female
32063,31793246,middle aged
32074,31105122,male
32078,31105122,young adult
32113,30599051,adult
32114,30599051,aged
32115,30599051,"aged, 80 and over"
32116,30599051,female
32119,30599051,male
32120,30599051,middle aged
32124,30599051,young adult
32125,31301659,adult
32126,31301659,aged
32127,31301659,"aged, 80 and over"
32135,31301659,female
32144,31301659,male
32145,31301659,middle aged
32150,29956299,female
32154,29956299,"infant, newborn"
32156,29956299,male
32161,30936024,adult
32173,30936024,female
32184,30936024,male
32185,30936024,middle aged
32193,31387553,aged
32194,31387553,"aged, 80 and over"
32196,31387553,female
32198,31387553,male
32199,31387553,middle aged
32204,29398296,adult
32205,29398296,female
32216,30589040,adult
32217,30589040,aged
32219,30589040,female
32222,30589040,male
32223,30589040,middle aged
32229,28693960,adult
32230,28693960,female
32232,28693960,male
32233,28693960,middle aged
32237,29396842,adolescent
32238,29396842,adult
32239,29396842,aged
32240,29396842,"aged, 80 and over"
32241,29396842,child
32242,29396842,"child, preschool"
32244,29396842,male
32245,29396842,middle aged
32248,29396842,young adult
32249,30175973,adult
32250,30175973,aged
32256,30175973,female
32261,30175973,male
32262,30175973,middle aged
32273,29724875,female
32278,29724875,middle aged
32282,29590402,adult
32283,29590402,aged
32286,29590402,female
32291,29590402,male
32292,29590402,middle aged
32298,30134493,adolescent
32299,30134493,adult
32300,30134493,female
32303,30134493,male
32304,30134493,middle aged
32310,30860079,adult
32312,30860079,female
32314,30860079,male
32348,31155540,adult
32349,31155540,aged
32351,31155540,female
32354,31155540,male
32355,31155540,middle aged
32361,31155540,young adult
32362,29197093,adult
32364,29197093,female
32369,29197093,male
32370,29197093,middle aged
32380,28627279,female
32396,29626393,adolescent
32399,29626393,child
32400,29626393,female
32402,29626393,male
32405,29409458,female
32409,29409458,middle aged
32412,31580203,female
32414,31580203,middle aged
32424,31178475,male
32425,31178475,middle aged
32432,31292912,adolescent
32433,31292912,adult
32434,31292912,aged
32435,31292912,"aged, 80 and over"
32439,31292912,female
32443,31292912,male
32444,31292912,middle aged
32450,31292912,young adult
32451,31127647,adolescent
32452,31127647,adult
32453,31127647,aged
32454,31127647,"aged, 80 and over"
32460,31127647,female
32462,31127647,male
32463,31127647,middle aged
32467,31127647,young adult
32476,29724805,male
32479,29724805,young adult
32486,30884127,adult
32490,30884127,female
32494,30884127,male
32495,30884127,middle aged
32504,30739612,adolescent
32505,30739612,adult
32507,30739612,aged
32508,30739612,child
32509,30739612,"child, preschool"
32513,30739612,infant
32515,30739612,middle aged
32518,30739612,young adult
32519,29459090,adult
32520,29459090,female
32524,29459090,middle aged
32532,31430255,adolescent
32533,31430255,adult
32536,31430255,child
32537,31430255,"child, preschool"
32540,31430255,female
32546,31430255,male
32553,31430255,young adult
32554,29313120,female
32558,29313120,male
32559,29313120,middle aged
32564,29503241,adult
32565,29503241,aged
32566,29503241,"aged, 80 and over"
32567,29503241,female
32572,29503241,male
32573,29503241,middle aged
32581,29503241,young adult
32582,30974469,adult
32583,30974469,aged
32584,30974469,"aged, 80 and over"
32585,30974469,female
32588,30974469,male
32589,30974469,middle aged
32604,29845469,adult
32611,29845469,female
32614,29845469,male
32615,29845469,middle aged
32629,29676344,adolescent
32630,29676344,adult
32632,29676344,aged
32633,29676344,"aged, 80 and over"
32635,29676344,child
32636,29676344,"child, preschool"
32637,29676344,female
32639,29676344,infant
32640,29676344,"infant, newborn"
32641,29676344,male
32642,29676344,middle aged
32648,29676344,young adult
32649,31297898,adult
32650,31297898,aged
32652,31297898,female
32655,31297898,male
32656,31297898,middle aged
32668,30665612,adult
32669,30665612,aged
32672,30665612,female
32676,30665612,male
32677,30665612,middle aged
32692,29354015,adult
32693,29354015,aged
32694,29354015,female
32697,29354015,male
32698,29354015,middle aged
32708,29330630,adult
32709,29330630,aged
32712,29330630,female
32718,29330630,male
32719,29330630,middle aged
32739,30620610,adult
32742,30620610,female
32745,30620610,male
32754,30620610,young adult
32755,28562510,adolescent
32756,28562510,female
32765,30717458,female
32771,30903785,child
32777,31670642,female
32783,30732901,adolescent
32784,30732901,child
32785,30732901,"child, preschool"
32786,30732901,female
32791,30732901,male
32794,30811508,adult
32798,30811508,female
32802,30811508,male
32803,30811508,middle aged
32809,30358496,child
32810,30358496,female
32813,30358496,male
32817,30378716,adult
32819,30378716,female
32823,30378716,middle aged
32830,30568076,adult
32833,30568076,female
32842,28952819,female
32847,28952819,male
32854,28940588,adult
32857,28940588,female
32859,28940588,male
32861,28940588,middle aged
32865,29770856,adult
32867,29770856,female
32870,29770856,male
32871,29770856,middle aged
32879,31237859,adult
32880,31237859,aged
32881,31237859,female
32884,31237859,male
32885,31237859,middle aged
