,PMID,Full_author_name,Without_special_character
140,11936460,"filetti, s",filetti s
141,12813398,"lavini, c",lavini c
141,12813398,"natali, p",natali p
141,12813398,"magni, g",magni g
141,12813398,"valli, r",valli r
141,12813398,"morandi, u",morandi u
142,14534011,"escalera, t",escalera t
142,14534011,"menéndez de llano, r",menéndez de llano r
142,14534011,"roiz, c",roiz c
142,14534011,"quesada, r",quesada r
143,12296417,"aramrattana, apinun",aramrattana apinun
143,12296417,"limpijarnkit, laddawan",limpijarnkit laddawan
143,12296417,"leelapat, posri",leelapat posri
143,12296417,"sriphrapradang, arporn",sriphrapradang arporn
143,12296417,"mangklabruks, ampica",mangklabruks ampica
143,12296417,"pruenglampoo, sakda",pruenglampoo sakda
143,12296417,"vachiranakorn, jongkol",vachiranakorn jongkol
143,12296417,"rajatanavin, rajata",rajatanavin rajata
144,15641552,"uchikov, a",uchikov a
144,15641552,"nedev, p",nedev p
144,15641552,"murdzhev, k",murdzhev k
144,15641552,"paskalev, g",paskalev g
145,12240868,"samal, k c",samal k c
146,12193875,"el malki, h o",el malki h o
146,12193875,"mohsine, r",mohsine r
146,12193875,"el mazouz, s",el mazouz s
146,12193875,"aït taleb, k",aït taleb k
146,12193875,"chefchaouni, m c",chefchaouni m c
146,12193875,"oulbacha, s",oulbacha s
146,12193875,"ifrine, l",ifrine l
146,12193875,"belkouchi, a",belkouchi a
146,12193875,"elalaoui, h",elalaoui h
146,12193875,"maaouni, a",maaouni a
146,12193875,"balafrej, s",balafrej s
147,12140107,"socin, hernán valdés",socin hernán valdés
147,12140107,"born, jacques",born jacques
147,12140107,"wallemacq, caroline",wallemacq caroline
147,12140107,"betea, daniela",betea daniela
147,12140107,"legros, jean jacques",legros jean jacques
147,12140107,"beckers, albert",beckers albert
148,11975374,"yamada, chieri",yamada chieri
148,11975374,"oyunchimeg, dalphjabin",oyunchimeg dalphjabin
149,12872655,"bolotova, n v",bolotova n v
149,12872655,"filina, n iu",filina n iu
149,12872655,"poliakov, v k",poliakov v k
150,12235469,"al-salamah, saleh m",al-salamah saleh m
150,12235469,"khalid, kamran",khalid kamran
150,12235469,"bismar, hayan a",bismar hayan a
151,11939756,"rezvanian, hassan",rezvanian hassan
151,11939756,"aminorroaya, ashraf",aminorroaya ashraf
151,11939756,"majlesi, mohammad",majlesi mohammad
151,11939756,"amini, amin",amini amin
151,11939756,"hekmatnia, ali",hekmatnia ali
151,11939756,"kachoie, ali",kachoie ali
151,11939756,"amini, masoud",amini masoud
151,11939756,"emami, jaber",emami jaber
152,14639798,"zimmermann, michael b",zimmermann michael b
152,14639798,"bridson, john",bridson john
152,14639798,"bozo, maksim",bozo maksim
152,14639798,"grimci, lindita",grimci lindita
152,14639798,"selimaj, valbona",selimaj valbona
152,14639798,"tanner, m stuart",tanner m stuart
153,12876418,"gabriele, raimondo",gabriele raimondo
153,12876418,"letizia, claudio",letizia claudio
153,12876418,"borghese, mario",borghese mario
153,12876418,"de toma, giorgio",de toma giorgio
153,12876418,"celi, massimiliano",celi massimiliano
153,12876418,"izzo, luciano",izzo luciano
153,12876418,"cavallaro, antonio",cavallaro antonio
155,14654340,"de benoist, bruno",de benoist bruno
155,14654340,"andersson, maria",andersson maria
155,14654340,"takkouche, bahi",takkouche bahi
155,14654340,"egli, ines",egli ines
156,12742217,"clark, orlo h",clark orlo h
156,12742217,"lal, geeta",lal geeta
157,16444154,"darcan, sukran",darcan sukran
157,16444154,"goksen, damla",goksen damla
158,15806798,"delange, f",delange f
159,12953405,"saidova, f kh",saidova f kh
159,12953405,"bogdanova, t i",bogdanova t i
160,12199330,"aydin, kürşad",aydin kürşad
160,12199330,"kendirci, mustafa",kendirci mustafa
160,12199330,"kurtoğlu, selim",kurtoğlu selim
160,12199330,"karaküçük, e inci",karaküçük e inci
160,12199330,"kiriş, adem",kiriş adem
161,12895627,"alper, fatih",alper fatih
161,12895627,"kantarci, mecit",kantarci mecit
161,12895627,"kurkcuoglu, ibrahim can",kurkcuoglu ibrahim can
161,12895627,"balik, ahmet a",balik ahmet a
162,14717526,"parra-membrives, pablo",parra-membrives pablo
162,14717526,"sánchez-blanco, josé miguel",sánchez-blanco josé miguel
162,14717526,"gómez-rubio, diego",gómez-rubio diego
162,14717526,"recio-moyano, gumersindo",recio-moyano gumersindo
162,14717526,"diaz-roldán, jorge",diaz-roldán jorge
163,15518150,"czerny, christian",czerny christian
163,15518150,"hörmann, marcus",hörmann marcus
163,15518150,"kurtaran, amir",kurtaran amir
163,15518150,"niederle, bruno",niederle bruno
164,12434111,"thompson, g b",thompson g b
165,14513882,"karanfilski, b",karanfilski b
165,14513882,"bogdanova, v",bogdanova v
165,14513882,"vaskova, o",vaskova o
165,14513882,"loparska, s",loparska s
165,14513882,"miceva-ristevska, s",miceva-ristevska s
165,14513882,"sestakov, g",sestakov g
165,14513882,"kuzmanovska, s",kuzmanovska s
165,14513882,"kolevska, l",kolevska l
166,12076947,"bonnema, steen j",bonnema steen j
166,12076947,"andersen, peter b",andersen peter b
166,12076947,"knudsen, dorthe u",knudsen dorthe u
166,12076947,"hegedüs, laszlo",hegedüs laszlo
167,12884093,"roy, pankaj gupta",roy pankaj gupta
167,12884093,"saund, mandeep s",saund mandeep s
167,12884093,"thusoo, tej k",thusoo tej k
167,12884093,"roy, debabrata",roy debabrata
167,12884093,"sankar, rajan",sankar rajan
168,12926167,"consorti, fabrizio",consorti fabrizio
168,12926167,"anello, attilio",anello attilio
168,12926167,"benvenuti, claudio",benvenuti claudio
168,12926167,"boncompagni, andrea",boncompagni andrea
168,12926167,"giovannone, gloria",giovannone gloria
168,12926167,"moles, nicola",moles nicola
168,12926167,"scardella, laura",scardella laura
168,12926167,"antonaci, alfredo",antonaci alfredo
169,11881292,"klofanda, j",klofanda j
169,11881292,"krska, z",krska z
169,11881292,"trca, s",trca s
170,12577605,"henzen, ch",henzen ch
171,12762632,"tonacchera, m",tonacchera m
171,12762632,"vitti, p",vitti p
171,12762632,"de servi, m",de servi m
171,12762632,"agretti, p",agretti p
171,12762632,"de marco, g",de marco g
171,12762632,"chiovato, l",chiovato l
171,12762632,"pinchera, a",pinchera a
172,12940694,"langer, p",langer p
172,12940694,"tajtakova, m",tajtakova m
172,12940694,"kocan, a",kocan a
172,12940694,"trnovec, t",trnovec t
172,12940694,"sebokova, e",sebokova e
172,12940694,"klimes, i",klimes i
173,11858626,"shrier, diane k",shrier diane k
173,11858626,"burman, kenneth d",burman kenneth d
174,12808806,"dietlein, m",dietlein m
174,12808806,"schicha, h",schicha h
175,12192547,"manders, jeroen m b",manders jeroen m b
175,12192547,"corstens, frans h m",corstens frans h m
176,11921647,"hüfner, m",hüfner m
177,14768805,"kavukçu, salih",kavukçu salih
177,14768805,"sahin, bariş",sahin bariş
177,14768805,"türkmen, mehmet",türkmen mehmet
177,14768805,"soylu, alper",soylu alper
177,14768805,"lebe, banu",lebe banu
177,14768805,"büyükgebiz, atilla",büyükgebiz atilla
178,11834423,"vestergaard, peter",vestergaard peter
179,15027744,"niveditha, s r",niveditha s r
179,15027744,"geethamani, v",geethamani v
179,15027744,"suguna, b v",suguna b v
179,15027744,ramdev,ramdev
180,12553699,"janega, pavol",janega pavol
180,12553699,"cerná, andrea",cerná andrea
180,12553699,"kholová, ivana",kholová ivana
180,12553699,"brabencová, eva",brabencová eva
180,12553699,"babál, pavel",babál pavel
181,12602535,"azizi, f",azizi f
181,12602535,"malik, m",malik m
181,12602535,"bebars, e",bebars e
181,12602535,"delshad, h",delshad h
181,12602535,"bakir, a",bakir a
183,12710051,"takasu, nobuyuki",takasu nobuyuki
184,12442085,"rohmer, v",rohmer v
185,15179770,"filipović, a",filipović a
185,15179770,"paunović, i",paunović i
186,12005008,"supit, edwin",supit edwin
186,12005008,"peiris, alan n",peiris alan n
187,12508924,"guberti, a",guberti a
187,12508924,"sianesi, m",sianesi m
187,12508924,"del rio, p",del rio p
187,12508924,"bertocchi, a",bertocchi a
187,12508924,"dazzi, d",dazzi d
187,12508924,"guareschi, c",guareschi c
187,12508924,"robuschi, g",robuschi g
188,14521769,"su, xiao-hui",su xiao-hui
188,14521769,"liu, shou-jun",liu shou-jun
188,14521769,"sun, shu-qiu",sun shu-qiu
188,14521769,"ye, yong-xiang",ye yong-xiang
188,14521769,"liu, ying",liu ying
189,12397534,"quadbeck, b",quadbeck b
189,12397534,"pruellage, j",pruellage j
189,12397534,"roggenbuck, u",roggenbuck u
189,12397534,"hirche, h",hirche h
189,12397534,"janssen, o e",janssen o e
189,12397534,"mann, k",mann k
189,12397534,"hoermann, r",hoermann r
191,12630081,"słowińska-klencka, dorota",słowińska-klencka dorota
191,12630081,"klencki, mariusz",klencki mariusz
191,12630081,"sporny, stanisław",sporny stanisław
191,12630081,"popowicz, bozena",popowicz bozena
191,12630081,"lewiński, andrzej",lewiński andrzej
192,12952377,"pozzilli, p",pozzilli p
192,12952377,"marchini, f",marchini f
193,12798486,"kane, simon",kane simon
193,12798486,"fox, robert",fox robert
193,12798486,"close, colin",close colin
194,12607674,"awad, wael i",awad wael i
194,12607674,"rhys evans, peter h",rhys evans peter h
194,12607674,"nicholson, andrew g",nicholson andrew g
194,12607674,"goldstraw, peter",goldstraw peter
195,15179761,"ignjatović, m",ignjatović m
195,15179761,"cerović, s",cerović s
195,15179761,"stanić, v",stanić v
195,15179761,"cuk, v",cuk v
195,15179761,"kostić, z",kostić z
195,15179761,"bokun, r",bokun r
196,12698518,"dabelic, nina",dabelic nina
196,12698518,"jukic, tomislav",jukic tomislav
196,12698518,"labar, zeljka",labar zeljka
196,12698518,"novosel, suncica a",novosel suncica a
196,12698518,"matesa, neven",matesa neven
196,12698518,"kusic, zvonko",kusic zvonko
197,12185993,"deandrea, maurilio",deandrea maurilio
197,12185993,"mormile, alberto",mormile alberto
197,12185993,"veglio, massimo",veglio massimo
197,12185993,"motta, manuela",motta manuela
197,12185993,"pellerito, riccardo",pellerito riccardo
197,12185993,"gallone, gabriella",gallone gabriella
197,12185993,"grassi, aurora",grassi aurora
197,12185993,"torchio, bruno",torchio bruno
197,12185993,"bradac, roberto",bradac roberto
197,12185993,"garberoglio, roberto",garberoglio roberto
197,12185993,"fonzo, domenico",fonzo domenico
198,11916292,"mitsutake, n",mitsutake n
198,11916292,"namba, h",namba h
198,11916292,"takahara, k",takahara k
198,11916292,"ishigaki, k",ishigaki k
198,11916292,"ishigaki, j",ishigaki j
198,11916292,"ayabe, h",ayabe h
198,11916292,"yamashita, s",yamashita s
199,12822378,"toromanović, alma",toromanović alma
199,12822378,"tahirović, husref",tahirović husref
199,12822378,"kusić, zvonko",kusić zvonko
200,11989127,"pustorino, salvatore",pustorino salvatore
200,11989127,"calipari, giovanni",calipari giovanni
200,11989127,"foti, monica",foti monica
200,11989127,"germanotta, giovanni",germanotta giovanni
200,11989127,"consolo, pier luigi",consolo pier luigi
200,11989127,"guerrisi, ornella",guerrisi ornella
200,11989127,"pustorino, elena",pustorino elena
200,11989127,"consolo, fausto",consolo fausto
201,14561369,"mace, a t m",mace a t m
201,14561369,"mclaughlin, i",mclaughlin i
201,14561369,"gibson, i w",gibson i w
201,14561369,"clark, l j",clark l j
202,11885374,"mcheik, j n",mcheik j n
202,11885374,"vabres, p",vabres p
202,11885374,"bonneau, d",bonneau d
202,11885374,"longy, m",longy m
202,11885374,"levard, g",levard g
203,11953906,"oertli, daniel",oertli daniel
204,12423440,"drummond, catherine",drummond catherine
204,12423440,"grigoris, irene",grigoris irene
204,12423440,"dutta, bish",dutta bish
205,12864792,"cakir, mehtap",cakir mehtap
205,12864792,"samanci, nehir",samanci nehir
205,12864792,"balci, nilufer",balci nilufer
205,12864792,"balci, mustafa kemal",balci mustafa kemal
206,11827763,"ingenbleek, yves",ingenbleek yves
206,11827763,"hardillier, emmanuel",hardillier emmanuel
206,11827763,"jung, louis",jung louis
207,12855011,"brix, thomas heiberg",brix thomas heiberg
207,12855011,"petersen, hans christian",petersen hans christian
207,12855011,"iachine, ivan",iachine ivan
207,12855011,"hegedüs, laszlo",hegedüs laszlo
208,12100323,"nygaard, b",nygaard b
208,12100323,"nygaard, t",nygaard t
208,12100323,"court-payen, m",court-payen m
208,12100323,"jensen, l ingeman",jensen l ingeman
208,12100323,"søe-jensen, p",søe-jensen p
208,12100323,"gerhard nielsen, k",gerhard nielsen k
208,12100323,"fugl, m",fugl m
208,12100323,"hegedüs, l",hegedüs l
209,12213667,"niepomniszcze, hugo",niepomniszcze hugo
209,12213667,"pitoia, fabian",pitoia fabian
209,12213667,"katz, silvia b",katz silvia b
209,12213667,"chervin, raul",chervin raul
209,12213667,"bruno, oscar d",bruno oscar d
210,12945172,"barbuscia, m",barbuscia m
210,12945172,"praticò, c",praticò c
210,12945172,"rizzo, a g",rizzo a g
210,12945172,"puliatti, f",puliatti f
210,12945172,"melita, g",melita g
210,12945172,"fodale, v",fodale v
210,12945172,"mazzeo, a t",mazzeo a t
210,12945172,"gorgone, s",gorgone s
211,12195241,"lewinski, andrzej",lewinski andrzej
212,14725052,"cseke, béla",cseke béla
212,14725052,"balázs, csaba",balázs csaba
213,12765001,"irabor, david omoareghan",irabor david omoareghan
214,12601300,"łebkowska, urszula",łebkowska urszula
214,12601300,"małyszko, jacek s",małyszko jacek s
214,12601300,"małyszko, jolanta",małyszko jolanta
214,12601300,"dziecioł, janusz",dziecioł janusz
214,12601300,"walecki, jerzy",walecki jerzy
214,12601300,"myśliwiec, michał",myśliwiec michał
215,12832032,"hassanien, mohammed h",hassanien mohammed h
215,12832032,"hussein, laila a",hussein laila a
215,12832032,"robinson, erica n",robinson erica n
215,12832032,"preston mercer, l",preston mercer l
216,12746758,"tilly, n",tilly n
216,12746758,"schneider, j g",schneider j g
216,12746758,"leidig-bruckner, g",leidig-bruckner g
216,12746758,"sommer, u",sommer u
216,12746758,"kasperk, c",kasperk c
217,12948296,"bakshi, dinkar",bakshi dinkar
217,12948296,"seth, a",seth a
217,12948296,"narula, m k",narula m k
217,12948296,"shankar, r",shankar r
218,12424935,"ramschak-schwarzer, sigrid",ramschak-schwarzer sigrid
218,12424935,"langmann, andrea",langmann andrea
218,12424935,"lindner, susanne",lindner susanne
218,12424935,"prettenhofer, ulrike",prettenhofer ulrike
218,12424935,"moncayo, r",moncayo r
218,12424935,"baldissera, i",baldissera i
218,12424935,"lind, p",lind p
218,12424935,"ettl, a",ettl a
218,12424935,"maschek, wilhelmine",maschek wilhelmine
218,12424935,"pichler, r",pichler r
218,12424935,"weissel, m",weissel m
218,12424935,"leb, g",leb g
219,12186643,"hardin, susan",hardin susan
220,12612130,"carpenter, kenneth j",carpenter kenneth j
221,12193307,"corapçioğlu, demet",corapçioğlu demet
221,12193307,"tonyukuk, vedia",tonyukuk vedia
221,12193307,"kiyan, mehmet",kiyan mehmet
221,12193307,"yilmaz, arif e",yilmaz arif e
221,12193307,"emral, rifat",emral rifat
221,12193307,"kamel, nuri",kamel nuri
221,12193307,"erdoğan, gürbüz",erdoğan gürbüz
222,12953431,"saidova, f kh",saidova f kh
223,12713257,"simsek, enver",simsek enver
223,12713257,"safak, alper",safak alper
223,12713257,"yavuz, ozlem",yavuz ozlem
223,12713257,"aras, sukru",aras sukru
223,12713257,"dogan, semih",dogan semih
223,12713257,"kocabay, kenan",kocabay kenan
224,11929086,"kimball, l e",kimball l e
224,11929086,"kulinskaya, e",kulinskaya e
224,11929086,"brown, b",brown b
224,11929086,"johnston, c",johnston c
224,11929086,"farid, n r",farid n r
225,14665720,"armanini, decio",armanini decio
225,14665720,"nacamulli, davide",nacamulli davide
225,14665720,"scaroni, carla",scaroni carla
225,14665720,"lumachi, franco",lumachi franco
225,14665720,"selice, riccardo",selice riccardo
225,14665720,"fiore, cristina",fiore cristina
225,14665720,"favia, gennaro",favia gennaro
225,14665720,"mantero, franco",mantero franco
226,12684664,"hombach-klonisch, sabine",hombach-klonisch sabine
226,12684664,"hoang-vu, cuong",hoang-vu cuong
226,12684664,"kehlen, astrid",kehlen astrid
226,12684664,"hinze, raoul",hinze raoul
226,12684664,"holzhausen, hans-jürgen",holzhausen hans-jürgen
226,12684664,"weber, ekkehard",weber ekkehard
226,12684664,"fischer, bernd",fischer bernd
226,12684664,"dralle, henning",dralle henning
226,12684664,"klonisch, thomas",klonisch thomas
227,12879562,"dayan, colin m",dayan colin m
228,12371079,"krehan, arne",krehan arne
228,12371079,"dittmar, manuela",dittmar manuela
228,12371079,"hoppen, andre",hoppen andre
228,12371079,"lichtwald, klaus",lichtwald klaus
228,12371079,"kahaly, george j",kahaly george j
229,12847995,"mirmiran, parvin",mirmiran parvin
229,12847995,"hajipour, rambod",hajipour rambod
229,12847995,"azizi, fereidoun",azizi fereidoun
230,12649781,"bühling, k j",bühling k j
230,12649781,"schaff, j",schaff j
230,12649781,"bertram, h",bertram h
230,12649781,"hansen, r",hansen r
230,12649781,"müller, c",müller c
230,12649781,"wäscher, c",wäscher c
230,12649781,"heinze, t",heinze t
230,12649781,"dudenhausen, j w",dudenhausen j w
231,12901542,"cui, yushang",cui yushang
231,12901542,"zhang, zhiyong",zhang zhiyong
231,12901542,"li, shanqing",li shanqing
231,12901542,"li, li",li li
231,12901542,"zhang, heng",zhang heng
231,12901542,"li, zejian",li zejian
232,12920352,"díez, juan j",díez juan j
233,12630491,"wagana, l n",wagana l n
233,12630491,"mwangi, i",mwangi i
233,12630491,"bird, p",bird p
233,12630491,"hill, a g",hill a g
234,12687030,"mixides, george",mixides george
234,12687030,"guy, elizabeth",guy elizabeth
235,11926912,"bhattacharyya, neil",bhattacharyya neil
235,11926912,"fried, marvin p",fried marvin p
236,12593577,"nayak, surendra k",nayak surendra k
236,12593577,"pai, pushpalatha k",pai pushpalatha k
236,12593577,"naik, ramadas",naik ramadas
236,12593577,"rao, vatsala s",rao vatsala s
237,12632929,"makowska, urszula",makowska urszula
237,12632929,"grzesiuk, wiesław",grzesiuk wiesław
238,12920751,"castro-gómez, lisset",castro-gómez lisset
